TARGET,AGE,GENDER,EDUCATION,MARITAL_STATUS,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,FL_PRESENCE_FL,OWN_AUTO,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED,FAMILY_INCOME,PERSONAL_INCOME,GEN_INDUSTRY,GEN_TITLE,JOB_DIR,WORK_TIME,INCOME
0,45,1,Среднее специальное,Гражданский брак,1,0,1,0,0,0,1,0,7500.0,7500.0,Сельское хозяйство,Специалист,Участие в основ. деятельности,24.0,до 10000 руб.
0,62,1,Среднее специальное,Разведен(а),2,0,1,0,0,0,1,0,35000.0,23000.0,Коммунальное хоз-во/Дорожные службы,Руководитель высшего звена,Участие в основ. деятельности,432.0,от 10000 до 30000 руб.
0,25,0,Высшее,Не состоял в браке,0,0,1,0,1,0,1,0,35000.0,18000.0,Государственная служба,Высококвалифиц. специалист,Участие в основ. деятельности,9.0,от 10000 до 30000 руб.
0,54,1,Высшее,Не состоял в браке,1,0,1,0,1,0,1,0,7500.0,7000.0,Наука,Специалист,Участие в основ. деятельности,336.0,до 10000 руб.
0,31,1,Среднее специальное,Не состоял в браке,1,1,1,0,0,0,1,0,35000.0,30000.0,Салоны красоты и здоровья,Руководитель высшего звена,Участие в основ. деятельности,36.0,от 10000 до 30000 руб.
0,42,1,Среднее специальное,Не состоял в браке,1,1,1,0,0,0,1,0,15000.0,9000.0,Строительство,Рабочий,Участие в основ. деятельности,72.0,до 10000 руб.
1,55,0,Высшее,Гражданский брак,2,0,1,0,1,0,1,0,50000.0,40000.0,Энергетика,Руководитель среднего звена,Участие в основ. деятельности,252.0,от 30000 до 50000 руб.
1,44,1,Среднее,Состою в браке,3,0,1,0,0,0,1,0,15000.0,5200.0,Коммунальное хоз-во/Дорожные службы,Рабочий,Участие в основ. деятельности,72.0,до 10000 руб.
0,56,1,Среднее специальное,Вдовец/Вдова,2,0,1,1,1,0,1,1,35000.0,45000.0,Здравоохранение,Руководитель среднего звена,Участие в основ. деятельности,360.0,от 30000 до 50000 руб.
1,56,1,Среднее специальное,Вдовец/Вдова,2,0,1,0,1,0,1,0,15000.0,11000.0,Торговля,Рабочий,Участие в основ. деятельности,48.0,от 10000 до 30000 руб.
0,65,1,Среднее специальное,Состою в браке,2,0,0,1,0,0,1,0,15000.0,8000.0,На пенсии,На пенсии,На пенсии,0.0,до 10000 руб.
0,42,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,0,15000.0,7000.0,Здравоохранение,Специалист,Участие в основ. деятельности,96.0,до 10000 руб.
0,47,1,Среднее специальное,Состою в браке,2,1,1,0,1,0,1,0,15000.0,7000.0,Ресторанный бизнес/Общественное питание,Работник сферы услуг,Участие в основ. деятельности,9.0,до 10000 руб.
1,50,0,Высшее,Состою в браке,4,0,1,0,0,0,1,0,50000.0,29000.0,Сельское хозяйство,Руководитель высшего звена,Участие в основ. деятельности,144.0,от 10000 до 30000 руб.
0,56,1,Среднее специальное,Состою в браке,0,0,0,1,1,0,1,0,15000.0,11000.0,На пенсии,На пенсии,На пенсии,0.0,от 10000 до 30000 руб.
0,53,1,Среднее специальное,Состою в браке,0,0,1,0,1,0,1,0,15000.0,6500.0,Образование,Другое,Вспомогательный техперсонал,204.0,до 10000 руб.
0,30,0,Среднее,Состою в браке,2,2,1,0,0,1,1,0,15000.0,10000.0,Торговля,Специалист,Участие в основ. деятельности,6.0,до 10000 руб.
1,26,0,Среднее,Не состоял в браке,0,0,1,0,0,0,1,0,15000.0,12000.0,Торговля,Специалист,Участие в основ. деятельности,24.0,от 10000 до 30000 руб.
0,55,0,Среднее,Состою в браке,2,0,1,0,0,0,1,0,15000.0,6000.0,Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,5.0,до 10000 руб.
0,39,0,Среднее специальное,Не состоял в браке,3,2,1,0,1,0,1,0,35000.0,18000.0,Торговля,Рабочий,Участие в основ. деятельности,13.0,от 10000 до 30000 руб.
0,46,1,Среднее специальное,Не состоял в браке,1,0,1,0,0,0,1,0,7500.0,9000.0,Другие сферы,Рабочий,Участие в основ. деятельности,312.0,до 10000 руб.
0,33,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,1,15000.0,10000.0,Торговля,Рабочий,Участие в основ. деятельности,7.0,до 10000 руб.
0,32,0,Высшее,Состою в браке,1,1,1,0,0,0,1,0,35000.0,25000.0,Торговля,Высококвалифиц. специалист,Участие в основ. деятельности,36.0,от 10000 до 30000 руб.
0,32,0,Высшее,Состою в браке,1,1,1,0,0,0,1,0,35000.0,25000.0,Торговля,Высококвалифиц. специалист,Участие в основ. деятельности,36.0,от 10000 до 30000 руб.
0,54,1,Среднее специальное,Состою в браке,0,0,0,1,0,0,1,0,15000.0,6500.0,На пенсии,На пенсии,На пенсии,0.0,до 10000 руб.
0,60,1,Среднее,Состою в браке,0,0,0,1,0,0,1,0,15000.0,5200.0,На пенсии,На пенсии,На пенсии,0.0,до 10000 руб.
0,39,1,Среднее специальное,Не состоял в браке,1,1,1,0,0,0,1,0,35000.0,17000.0,Банк/Финансы,Специалист,Участие в основ. деятельности,9.0,от 10000 до 30000 руб.
0,42,1,Среднее специальное,Состою в браке,3,2,1,0,0,1,1,1,35000.0,10000.0,Торговля,Рабочий,Участие в основ. деятельности,39.0,до 10000 руб.
0,36,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,0,15000.0,12000.0,Государственная служба,Руководитель среднего звена,Участие в основ. деятельности,38.0,от 10000 до 30000 руб.
0,46,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,0,35000.0,20000.0,Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,284.0,от 10000 до 30000 руб.
0,47,1,Среднее,Вдовец/Вдова,2,0,1,0,0,0,2,0,35000.0,14000.0,Транспорт,Служащий,Служба безопасности,86.0,от 10000 до 30000 руб.
0,27,0,Среднее,Не состоял в браке,0,0,1,0,1,0,2,0,7500.0,6000.0,Сельское хозяйство,Специалист,Вспомогательный техперсонал,24.0,до 10000 руб.
0,37,0,Среднее специальное,Состою в браке,1,1,1,0,1,0,1,0,35000.0,15000.0,Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,8.0,от 10000 до 30000 руб.
0,26,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,1,15000.0,9800.0,Государственная служба,Военнослужащий по контракту,Участие в основ. деятельности,36.0,до 10000 руб.
0,32,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,0,35000.0,30000.0,Торговля,Руководитель высшего звена,Участие в основ. деятельности,60.0,от 10000 до 30000 руб.
0,48,1,Среднее,Не состоял в браке,2,0,1,0,0,0,1,0,7500.0,7000.0,Торговля,Специалист,Участие в основ. деятельности,16.0,до 10000 руб.
0,48,1,Среднее специальное,Вдовец/Вдова,1,0,1,0,1,0,1,0,7500.0,7000.0,Торговля,Служащий,Участие в основ. деятельности,48.0,до 10000 руб.
0,34,0,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,0,15000.0,10000.0,Торговля,Специалист,Участие в основ. деятельности,18.0,до 10000 руб.
1,25,0,Высшее,Не состоял в браке,0,0,1,0,0,0,1,0,35000.0,20000.0,Металлургия/Промышленность/Машиностроение,Руководитель низшего звена,Участие в основ. деятельности,24.0,от 10000 до 30000 руб.
0,58,1,Среднее специальное,Состою в браке,2,0,0,1,1,0,1,1,15000.0,7800.0,На пенсии,На пенсии,На пенсии,0.0,до 10000 руб.
0,37,1,Высшее,Состою в браке,1,1,1,0,1,0,1,0,35000.0,10000.0,Образование,Специалист,Участие в основ. деятельности,204.0,до 10000 руб.
0,38,1,Среднее специальное,Состою в браке,3,3,1,0,1,0,1,1,35000.0,12000.0,Здравоохранение,Специалист,Участие в основ. деятельности,150.0,от 10000 до 30000 руб.
0,57,1,Среднее специальное,Состою в браке,2,0,1,0,1,0,1,0,35000.0,18000.0,Торговля,Специалист,Участие в основ. деятельности,48.0,от 10000 до 30000 руб.
0,53,1,Среднее специальное,Не состоял в браке,2,0,1,0,1,0,1,1,15000.0,15000.0,Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,360.0,от 10000 до 30000 руб.
0,35,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,0,15000.0,9500.0,Государственная служба,Рабочий,Адм-хоз. и трансп. службы,48.0,до 10000 руб.
0,25,1,Высшее,Не состоял в браке,0,0,1,0,0,0,1,0,15000.0,15000.0,Государственная служба,Специалист,Участие в основ. деятельности,24.0,от 10000 до 30000 руб.
0,46,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,0,15000.0,10000.0,Строительство,Служащий,Участие в основ. деятельности,24.0,до 10000 руб.
0,52,1,Среднее,Не состоял в браке,1,0,1,0,0,0,1,0,15000.0,12000.0,Коммунальное хоз-во/Дорожные службы,Рабочий,Участие в основ. деятельности,120.0,от 10000 до 30000 руб.
0,33,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,0,35000.0,14000.0,Здравоохранение,Руководитель низшего звена,Участие в основ. деятельности,132.0,от 10000 до 30000 руб.
0,31,0,Высшее,Не состоял в браке,0,0,1,0,0,0,1,1,15000.0,19000.0,Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,28.0,от 10000 до 30000 руб.
0,56,1,Среднее,Не состоял в браке,0,0,1,0,0,0,1,0,15000.0,9000.0,Здравоохранение,Работник сферы услуг,Вспомогательный техперсонал,192.0,до 10000 руб.
0,33,1,Высшее,Не состоял в браке,0,0,1,0,1,0,1,0,15000.0,20000.0,Металлургия/Промышленность/Машиностроение,Специалист,"Бухгалтерия, финансы, планир.",108.0,от 10000 до 30000 руб.
1,46,1,Высшее,Состою в браке,0,0,1,0,0,0,1,1,15000.0,10000.0,Другие сферы,Другое,Служба безопасности,108.0,до 10000 руб.
1,37,1,Среднее специальное,Состою в браке,2,2,1,0,0,0,1,0,15000.0,7000.0,Здравоохранение,Специалист,Участие в основ. деятельности,48.0,до 10000 руб.
0,64,1,Неоконченное высшее,Не состоял в браке,0,0,0,1,1,0,1,0,7500.0,5500.0,На пенсии,На пенсии,На пенсии,0.0,до 10000 руб.
0,54,0,Среднее,Состою в браке,0,0,1,0,0,0,1,1,15000.0,10000.0,Торговля,Индивидуальный предприниматель,Участие в основ. деятельности,60.0,до 10000 руб.
0,32,0,Среднее,Состою в браке,3,3,1,0,0,0,1,0,15000.0,10000.0,Коммунальное хоз-во/Дорожные службы,Рабочий,Участие в основ. деятельности,6.0,до 10000 руб.
0,44,1,Высшее,Состою в браке,1,0,1,0,1,0,1,0,35000.0,17000.0,Наука,Высококвалифиц. специалист,Кадровая служба и секретариат,216.0,от 10000 до 30000 руб.
0,44,1,Высшее,Состою в браке,1,0,1,0,1,0,1,0,35000.0,17000.0,Наука,Высококвалифиц. специалист,Кадровая служба и секретариат,216.0,от 10000 до 30000 руб.
1,48,1,Среднее,Состою в браке,2,0,1,0,0,0,1,1,15000.0,5000.0,Развлечения/Искусство,Специалист,Участие в основ. деятельности,50.0,до 10000 руб.
0,51,1,Среднее специальное,Разведен(а),2,0,1,0,0,0,1,0,15000.0,13900.0,Государственная служба,Работник сферы услуг,Участие в основ. деятельности,264.0,от 10000 до 30000 руб.
0,52,1,Среднее специальное,Вдовец/Вдова,2,0,1,0,0,0,1,0,15000.0,8000.0,Энергетика,Служащий,Участие в основ. деятельности,96.0,до 10000 руб.
1,32,0,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,0,15000.0,12000.0,Строительство,Специалист,Участие в основ. деятельности,96.0,от 10000 до 30000 руб.
0,40,0,Среднее специальное,Разведен(а),0,0,1,0,0,0,1,0,35000.0,23000.0,Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,48.0,от 10000 до 30000 руб.
0,54,1,Среднее,Разведен(а),2,0,1,0,1,0,1,0,15000.0,18000.0,Транспорт,Специалист,Участие в основ. деятельности,372.0,от 10000 до 30000 руб.
0,24,1,Высшее,Состою в браке,0,0,1,0,0,0,1,0,50000.0,23000.0,Торговля,Специалист,Участие в основ. деятельности,24.0,от 10000 до 30000 руб.
0,46,1,Среднее,Состою в браке,2,0,1,0,1,0,1,0,15000.0,8000.0,Сельское хозяйство,Рабочий,Участие в основ. деятельности,60.0,до 10000 руб.
0,30,1,Высшее,Состою в браке,1,1,1,0,0,0,1,1,35000.0,20000.0,Государственная служба,Служащий,Юридическая служба,48.0,от 10000 до 30000 руб.
0,38,1,Среднее специальное,Состою в браке,2,2,1,0,1,0,1,1,35000.0,12000.0,Торговля,Рабочий,Участие в основ. деятельности,6.0,от 10000 до 30000 руб.
0,45,1,Среднее специальное,Состою в браке,1,1,1,0,1,0,1,0,50000.0,23000.0,Другие сферы,Рабочий,Участие в основ. деятельности,24.0,от 10000 до 30000 руб.
0,23,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,0,0,1,0,7500.0,6000.0,Государственная служба,Специалист,Участие в основ. деятельности,24.0,до 10000 руб.
0,56,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,0,15000.0,11000.0,Здравоохранение,Специалист,Участие в основ. деятельности,336.0,от 10000 до 30000 руб.
0,32,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,0,7500.0,8500.0,Строительство,Рабочий,Участие в основ. деятельности,12.0,до 10000 руб.
0,49,0,Высшее,Состою в браке,1,1,1,0,1,0,1,0,35000.0,17000.0,Ресторанный бизнес/Общественное питание,Руководитель среднего звена,Участие в основ. деятельности,96.0,от 10000 до 30000 руб.
0,45,0,Среднее,Разведен(а),1,1,1,0,1,0,1,0,5000.0,4500.0,Другие сферы,Специалист,Участие в основ. деятельности,36.0,до 10000 руб.
0,55,1,Среднее специальное,Разведен(а),2,0,1,0,1,0,1,0,15000.0,6000.0,Образование,Специалист,"Бухгалтерия, финансы, планир.",360.0,до 10000 руб.
0,51,1,Среднее специальное,Состою в браке,2,0,1,0,1,0,1,0,35000.0,8000.0,Торговля,Рабочий,Вспомогательный техперсонал,7.0,до 10000 руб.
0,35,0,Среднее специальное,Состою в браке,2,2,1,0,0,0,1,0,35000.0,14000.0,Другие сферы,Специалист,Участие в основ. деятельности,132.0,от 10000 до 30000 руб.
1,51,1,Высшее,Вдовец/Вдова,3,0,1,0,1,0,1,0,15000.0,12500.0,Образование,Специалист,Участие в основ. деятельности,372.0,от 10000 до 30000 руб.
0,52,0,Среднее,Состою в браке,2,0,1,0,0,1,1,0,15000.0,15000.0,Сельское хозяйство,Рабочий,Участие в основ. деятельности,24.0,от 10000 до 30000 руб.
0,25,0,Высшее,Состою в браке,0,0,1,0,0,1,1,1,35000.0,27000.0,Государственная служба,Служащий,Участие в основ. деятельности,36.0,от 10000 до 30000 руб.
0,27,1,Высшее,Состою в браке,0,0,1,0,0,0,1,0,35000.0,15000.0,Торговля,Специалист,Участие в основ. деятельности,60.0,от 10000 до 30000 руб.
0,27,1,Высшее,Состою в браке,1,1,1,0,0,0,1,0,35000.0,16000.0,Энергетика,Специалист,Участие в основ. деятельности,14.0,от 10000 до 30000 руб.
0,31,1,Среднее специальное,Не состоял в браке,1,1,1,0,0,0,1,0,15000.0,8000.0,Образование,Работник сферы услуг,Участие в основ. деятельности,72.0,до 10000 руб.
0,53,1,Неполное среднее,Состою в браке,2,1,1,0,0,0,1,0,7500.0,4300.0,Образование,Рабочий,Вспомогательный техперсонал,324.0,до 10000 руб.
0,59,1,Среднее специальное,Состою в браке,2,0,1,0,1,0,1,0,15000.0,10000.0,Торговля,Специалист,"Бухгалтерия, финансы, планир.",180.0,до 10000 руб.
0,37,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,0,15000.0,8000.0,Здравоохранение,Рабочий,Участие в основ. деятельности,168.0,до 10000 руб.
0,42,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,0,35000.0,12000.0,Другие сферы,Специалист,Участие в основ. деятельности,180.0,от 10000 до 30000 руб.
0,26,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,0,15000.0,13000.0,Строительство,Специалист,Участие в основ. деятельности,39.0,от 10000 до 30000 руб.
1,34,1,Среднее,Состою в браке,1,1,1,0,0,0,1,1,7500.0,5300.0,Здравоохранение,Рабочий,Участие в основ. деятельности,168.0,до 10000 руб.
0,48,1,Среднее,Состою в браке,0,0,1,0,0,0,1,1,15000.0,6000.0,Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,288.0,до 10000 руб.
0,26,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,0,7500.0,7000.0,Другие сферы,Рабочий,Участие в основ. деятельности,18.0,до 10000 руб.
0,22,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,0,15000.0,14000.0,Государственная служба,Специалист,Участие в основ. деятельности,18.0,от 10000 до 30000 руб.
0,54,1,Среднее,Состою в браке,0,0,1,0,0,0,1,1,15000.0,6500.0,Здравоохранение,Рабочий,Вспомогательный техперсонал,12.0,до 10000 руб.
0,57,0,Среднее,Состою в браке,0,0,1,0,0,0,1,0,15000.0,7000.0,Транспорт,Рабочий,Участие в основ. деятельности,120.0,до 10000 руб.
0,34,0,Неполное среднее,Не состоял в браке,2,2,1,0,0,0,1,0,15000.0,15000.0,Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,6.0,от 10000 до 30000 руб.
0,53,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,0,35000.0,7000.0,Образование,Руководитель среднего звена,Участие в основ. деятельности,396.0,до 10000 руб.
0,49,1,Высшее,Состою в браке,2,0,1,0,0,0,1,1,35000.0,12000.0,Государственная служба,Руководитель высшего звена,Участие в основ. деятельности,180.0,от 10000 до 30000 руб.
0,51,1,Среднее специальное,Состою в браке,3,0,1,0,0,0,1,1,15000.0,7000.0,Другие сферы,Рабочий,Участие в основ. деятельности,60.0,до 10000 руб.
0,52,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,1,7500.0,5000.0,Сельское хозяйство,Специалист,"Бухгалтерия, финансы, планир.",372.0,до 10000 руб.
0,51,0,Среднее специальное,Состою в браке,2,0,1,0,0,0,1,0,15000.0,20000.0,Транспорт,Рабочий,Участие в основ. деятельности,168.0,от 10000 до 30000 руб.
0,45,0,Неоконченное высшее,Состою в браке,2,2,1,0,0,0,1,0,35000.0,18000.0,Строительство,Специалист,Участие в основ. деятельности,28.0,от 10000 до 30000 руб.
1,28,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,0,0,1,0,15000.0,8500.0,Образование,Специалист,Участие в основ. деятельности,72.0,до 10000 руб.
0,32,0,Среднее,Состою в браке,2,2,1,0,1,1,1,1,50000.0,40000.0,Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,132.0,от 30000 до 50000 руб.
0,34,0,Среднее,Состою в браке,1,1,1,0,0,0,1,0,35000.0,15000.0,Транспорт,Индивидуальный предприниматель,Участие в основ. деятельности,12.0,от 10000 до 30000 руб.
0,50,1,Среднее,Состою в браке,3,1,1,0,0,0,1,0,15000.0,5000.0,Другие сферы,Рабочий,Вспомогательный техперсонал,204.0,до 10000 руб.
0,25,0,Среднее,Не состоял в браке,0,0,1,0,0,0,1,1,15000.0,8000.0,Государственная служба,Другое,Участие в основ. деятельности,9.0,до 10000 руб.
0,52,0,Среднее специальное,Состою в браке,0,0,1,0,1,0,1,0,35000.0,14000.0,Металлургия/Промышленность/Машиностроение,Руководитель среднего звена,Участие в основ. деятельности,348.0,от 10000 до 30000 руб.
0,26,0,Среднее специальное,Гражданский брак,1,1,1,0,0,0,1,0,15000.0,18000.0,Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,60.0,от 10000 до 30000 руб.
0,50,1,Среднее специальное,Разведен(а),0,0,1,0,1,0,1,0,15000.0,12000.0,Другие сферы,Руководитель среднего звена,Участие в основ. деятельности,24.0,от 10000 до 30000 руб.
1,36,0,Среднее,Состою в браке,1,1,1,0,0,1,1,0,35000.0,15000.0,Торговля,Рабочий,Участие в основ. деятельности,12.0,от 10000 до 30000 руб.
0,40,1,Среднее специальное,Состою в браке,2,2,1,0,1,0,1,0,35000.0,8000.0,Другие сферы,Служащий,Участие в основ. деятельности,36.0,до 10000 руб.
0,37,0,Среднее специальное,Состою в браке,2,2,1,0,0,1,1,0,35000.0,27000.0,Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,96.0,от 10000 до 30000 руб.
1,49,1,Среднее специальное,Разведен(а),0,0,1,0,0,0,1,1,35000.0,30000.0,Образование,Служащий,Участие в основ. деятельности,60.0,от 10000 до 30000 руб.
0,32,1,Среднее специальное,Состою в браке,2,2,1,0,0,0,1,0,35000.0,9000.0,Торговля,Специалист,Участие в основ. деятельности,6.0,до 10000 руб.
0,24,0,Высшее,Не состоял в браке,0,0,1,0,0,0,1,0,15000.0,15000.0,Государственная служба,Служащий,Участие в основ. деятельности,13.0,от 10000 до 30000 руб.
0,60,1,Среднее специальное,Разведен(а),0,0,0,1,1,0,1,0,7500.0,6300.0,На пенсии,На пенсии,На пенсии,0.0,до 10000 руб.
0,34,1,Среднее специальное,Разведен(а),1,1,1,0,0,0,1,1,35000.0,14000.0,Здравоохранение,Специалист,Вспомогательный техперсонал,6.0,от 10000 до 30000 руб.
0,60,1,Высшее,Вдовец/Вдова,3,0,1,0,0,0,1,1,15000.0,15000.0,Образование,Специалист,Участие в основ. деятельности,480.0,от 10000 до 30000 руб.
0,28,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,0,0,1,0,35000.0,10000.0,Наука,Рабочий,Участие в основ. деятельности,36.0,до 10000 руб.
0,31,1,Среднее специальное,Разведен(а),2,0,1,0,0,0,1,0,35000.0,15000.0,Строительство,Рабочий,Участие в основ. деятельности,12.0,от 10000 до 30000 руб.
0,43,1,Среднее,Состою в браке,1,0,1,0,0,0,1,0,15000.0,5000.0,Наука,Специалист,Участие в основ. деятельности,192.0,до 10000 руб.
0,54,1,Высшее,Состою в браке,2,0,1,1,1,0,1,0,15000.0,14000.0,Государственная служба,Руководитель среднего звена,Участие в основ. деятельности,305.0,от 10000 до 30000 руб.
0,54,1,Высшее,Состою в браке,2,0,1,1,1,0,1,0,15000.0,14000.0,Государственная служба,Руководитель среднего звена,Участие в основ. деятельности,305.0,от 10000 до 30000 руб.
0,28,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,1,7500.0,7500.0,Металлургия/Промышленность/Машиностроение,Рабочий,Вспомогательный техперсонал,60.0,до 10000 руб.
0,31,0,Среднее,Состою в браке,1,1,1,0,0,0,1,0,15000.0,10000.0,Маркетинг,Специалист,Снабжение и сбыт,90.0,до 10000 руб.
0,24,0,Высшее,Не состоял в браке,0,0,1,0,0,0,1,0,15000.0,14000.0,Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,45.0,от 10000 до 30000 руб.
0,27,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,1,0,1,0,15000.0,7200.0,Торговля,Рабочий,Участие в основ. деятельности,36.0,до 10000 руб.
0,35,1,Среднее специальное,Вдовец/Вдова,1,1,1,0,1,0,2,1,35000.0,30000.0,Торговля,Работник сферы услуг,Реклама и маркетинг,36.0,от 10000 до 30000 руб.
0,48,1,Среднее,Разведен(а),0,0,1,0,1,0,1,0,7500.0,6000.0,Ресторанный бизнес/Общественное питание,Рабочий,Участие в основ. деятельности,156.0,до 10000 руб.
0,30,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,1,35000.0,24000.0,Торговля,Рабочий,Участие в основ. деятельности,6.0,от 10000 до 30000 руб.
0,53,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,0,15000.0,14000.0,Государственная служба,Специалист,Участие в основ. деятельности,203.0,от 10000 до 30000 руб.
1,32,1,Среднее специальное,Не состоял в браке,0,0,1,0,1,0,1,1,15000.0,16000.0,Торговля,Рабочий,Участие в основ. деятельности,36.0,от 10000 до 30000 руб.
1,32,1,Высшее,Не состоял в браке,1,1,1,0,1,0,1,1,15000.0,14000.0,Здравоохранение,Специалист,Участие в основ. деятельности,84.0,от 10000 до 30000 руб.
0,37,0,Среднее специальное,Состою в браке,1,1,1,0,1,0,1,0,35000.0,10000.0,Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,189.0,до 10000 руб.
0,42,1,Среднее специальное,Состою в браке,1,1,1,0,1,0,1,0,15000.0,15000.0,Сельское хозяйство,Служащий,Участие в основ. деятельности,48.0,от 10000 до 30000 руб.
0,28,1,Высшее,Состою в браке,1,1,1,0,1,0,1,0,35000.0,12000.0,Государственная служба,Специалист,Участие в основ. деятельности,36.0,от 10000 до 30000 руб.
0,49,0,Среднее специальное,Состою в браке,3,1,1,0,0,0,1,1,15000.0,10000.0,Сельское хозяйство,Работник сферы услуг,Участие в основ. деятельности,62.0,до 10000 руб.
1,45,1,Среднее специальное,Состою в браке,3,2,1,0,0,0,1,0,50000.0,11000.0,Государственная служба,Работник сферы услуг,Вспомогательный техперсонал,14.0,от 10000 до 30000 руб.
0,51,0,Среднее,Состою в браке,1,0,1,0,0,0,1,0,15000.0,8000.0,Другие сферы,Рабочий,Участие в основ. деятельности,6.0,до 10000 руб.
0,51,0,Среднее,Состою в браке,1,0,1,0,0,0,1,0,15000.0,8000.0,Другие сферы,Рабочий,Участие в основ. деятельности,6.0,до 10000 руб.
0,57,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,0,35000.0,13000.0,Государственная служба,Рабочий,Участие в основ. деятельности,106.0,от 10000 до 30000 руб.
0,36,1,Среднее специальное,Состою в браке,2,2,1,0,1,0,1,0,15000.0,6000.0,Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,36.0,до 10000 руб.
0,41,1,Среднее специальное,Состою в браке,2,2,1,0,0,0,1,0,7500.0,6200.0,Другие сферы,Рабочий,Вспомогательный техперсонал,37.0,до 10000 руб.
0,39,0,Высшее,Состою в браке,2,2,1,0,0,0,1,0,35000.0,35000.0,Энергетика,Руководитель среднего звена,Пр-техн. обесп. и телеком.,180.0,от 30000 до 50000 руб.
0,28,1,Высшее,Не состоял в браке,1,1,1,0,1,0,1,0,15000.0,12000.0,Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,77.0,от 10000 до 30000 руб.
0,38,1,Среднее специальное,Состою в браке,2,2,1,0,0,0,1,0,35000.0,12000.0,Здравоохранение,Специалист,Участие в основ. деятельности,12.0,от 10000 до 30000 руб.
0,40,1,Среднее специальное,Гражданский брак,2,1,1,0,0,0,1,0,15000.0,9600.0,Образование,Специалист,Участие в основ. деятельности,240.0,до 10000 руб.
0,52,1,Среднее специальное,Состою в браке,4,0,1,0,0,0,1,0,35000.0,6000.0,Здравоохранение,Рабочий,Вспомогательный техперсонал,40.0,до 10000 руб.
0,44,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,1,35000.0,17000.0,Металлургия/Промышленность/Машиностроение,Руководитель низшего звена,Участие в основ. деятельности,142.0,от 10000 до 30000 руб.
0,43,1,Высшее,Состою в браке,0,0,1,0,1,0,1,0,50000.0,25000.0,Образование,Руководитель среднего звена,Участие в основ. деятельности,180.0,от 10000 до 30000 руб.
0,23,0,Среднее,Не состоял в браке,0,0,1,0,1,0,1,0,15000.0,10000.0,Государственная служба,Служащий,Участие в основ. деятельности,5.0,до 10000 руб.
0,58,1,Среднее,Состою в браке,3,0,0,1,1,0,1,0,15000.0,6000.0,На пенсии,На пенсии,На пенсии,0.0,до 10000 руб.
0,27,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,0,15000.0,12000.0,Торговля,Специалист,"Бухгалтерия, финансы, планир.",14.0,от 10000 до 30000 руб.
